<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
Overall Index,20180806,128955.00,133842.00,128955.00,133646.20,3362601401
Overall Index,20180807,133354.00,134421.00,132718.00,133584.40,2525485689
Overall Index,20180808,133691.00,133714.00,131521.00,131521.60,2012006173
Overall Index,20180811,131504.00,131504.00,129013.00,129013.80,1506819563
Overall Index,20180812,129018.00,130579.00,129018.00,129901.90,1565164362
Overall Index,20180813,129944.00,129944.00,128314.00,128522.70,1556578449
Overall Index,20180814,128728.00,131233.00,128728.00,130927.70,1416086923
Overall Index,20180815,130759.00,130960.00,130476.00,130476.90,1069357429
Overall Index,20180818,130583.00,131536.00,130524.00,131535.80,1183496874
Overall Index,20180819,132080.00,134835.00,132080.00,134354.80,1523400771
Overall Index,20180820,135265.00,137180.00,135265.00,137072.90,1868397416
Overall Index,20180821,137120.00,137261.00,136880.00,136910.60,1487865552
Overall Index,20180825,137163.00,138195.00,136343.00,136343.40,1386279049
Overall Index,20180826,137185.00,138582.00,136594.00,138582.60,1627794834
Overall Index,20180827,138924.00,140540.00,138924.00,140309.20,2284097301
Overall Index,20180828,139996.00,139996.00,136765.00,136765.90,2042871169
Overall Index,20180829,136757.00,137687.00,136757.00,137472.40,2919821023
Overall Index,20180901,137666.00,137792.00,136109.00,136109.70,2899219472
Overall Index,20180902,136239.00,136239.00,133674.00,133676.10,2305245012
Overall Index,20180903,134002.00,135257.00,134002.00,135257.80,1739402491
Overall Index,20180904,136882.00,138292.00,136882.00,137983.80,1712640614
Overall Index,20180905,138445.00,138445.00,137629.00,137714.20,1388834478
Overall Index,20180908,137960.00,139786.00,137960.00,139628.70,2018154160
Overall Index,20180909,139930.00,142234.00,139930.00,142234.40,3078066124
Overall Index,20180910,142507.00,147093.00,142507.00,146998.70,3319008786
Overall Index,20180911,148082.00,148577.00,147269.00,148577.60,3265593285
Overall Index,20180912,149179.00,155061.00,149179.00,155061.10,3062279443
Overall Index,20180915,155637.00,159445.00,155637.00,158119.20,4212801921
Overall Index,20180916,158215.00,158215.00,154200.00,155710.20,4620919096
Overall Index,20180917,156203.00,158971.00,156203.00,158071.90,3598794388
Overall Index,20180918,158315.00,158397.00,157032.00,157328.70,3140461098
Overall Index,20180922,157889.00,160643.00,157889.00,160538.20,3217618496
Overall Index,20180923,160880.00,165072.00,160880.00,165072.10,4362407601
Overall Index,20180924,165397.00,168624.00,165397.00,168624.50,3708072555
Overall Index,20180925,169728.00,174618.00,169728.00,174618.20,4485926389
Overall Index,20180926,174958.00,180635.00,174958.00,180635.60,4229458345
Overall Index,20180929,181413.00,187406.00,181413.00,187406.10,3298500703
Overall Index,20180930,187434.00,195104.00,187434.00,195104.00,4576061407
Overall Index,20181001,195633.00,197000.00,194476.00,195480.20,5607277493
Overall Index,20181002,195241.00,195241.00,188259.00,188259.40,4963670906
Overall Index,20181003,184042.00,185559.00,184042.00,185559.30,5262560453
Overall Index,20181006,185538.00,189893.00,184084.00,184085.20,5844673882
Overall Index,20181007,183664.00,183664.00,176419.00,176419.40,4036567981
Overall Index,20181008,176194.00,176194.00,173879.00,175185.50,2763570984
Overall Index,20181009,175215.00,181226.00,175215.00,180847.60,4246349996
Overall Index,20181010,181621.00,181621.00,180895.00,181015.70,2525287572
Overall Index,20181013,181008.00,181008.00,175032.00,175033.00,1486624258
Overall Index,20181014,174220.00,174924.00,174118.00,174923.50,1282527182
Overall Index,20181015,176664.00,180601.00,176664.00,180601.50,2472579250
Overall Index,20181016,182179.00,183813.00,182179.00,182834.10,3511430120
Overall Index,20181017,181526.00,182929.00,180322.00,182929.10,3385522585
Overall Index,20181020,185312.00,188582.00,185312.00,188575.80,2230558927
Overall Index,20181021,190040.00,190040.00,188928.00,189438.00,2724626166
Overall Index,20181022,189866.00,190025.00,187553.00,187778.90,2747913525
Overall Index,20181023,187844.00,187844.00,185279.00,185318.70,2402258402
Overall Index,20181024,185141.00,185141.00,180975.00,181060.00,1751393800
Overall Index,20181027,180707.00,180707.00,178841.00,178841.30,1767868112
Overall Index,20181028,179246.00,180626.00,179246.00,180626.90,1785605503
Overall Index,20181029,181862.00,183678.00,181862.00,183219.50,1764388241
Overall Index,20181031,183305.00,183669.00,183305.00,183367.30,2021370520
Overall Index,20181103,183452.00,183585.00,183346.00,183448.80,1753016872
Overall Index,20181104,184138.00,184428.00,182918.00,182918.60,1955103983
Overall Index,20181105,183278.00,184335.00,183278.00,184159.80,1818592793
Overall Index,20181106,184380.00,185455.00,184380.00,185100.40,1729589150
Overall Index,20181110,185297.00,185297.00,184230.00,184231.10,3479267610
Overall Index,20181111,184265.00,184265.00,180636.00,180668.30,1974461198
Overall Index,20181112,180756.00,182231.00,180756.00,182211.70,2046395130
Overall Index,20181113,182497.00,183906.00,182497.00,183212.20,2659764583
Overall Index,20181114,183028.00,183028.00,181994.00,181994.30,1843243421
Overall Index,20181117,181970.00,182009.00,178819.00,178819.30,1641309315
Overall Index,20181118,178648.00,178648.00,173326.00,173557.70,1997949947
Overall Index,20181119,173537.00,176040.00,173537.00,175816.50,1621836242
Overall Index,20181120,175844.00,176645.00,175844.00,176458.70,1580299902
Overall Index,20181121,176744.00,176806.00,175713.00,175713.20,1658494412
Overall Index,20181124,175611.00,175611.00,171252.00,171252.90,1553811481
Overall Index,20181126,170336.00,170336.00,166463.00,166463.50,1369500970
Overall Index,20181127,166472.00,167864.00,166472.00,167199.80,954189481
Overall Index,20181128,167144.00,167144.00,163772.00,163772.10,1520971046
Overall Index,20181201,163502.00,163502.00,159202.00,159853.80,1745842517
Overall Index,20181202,160022.00,163138.00,160022.00,163138.50,1197337088
Overall Index,20181203,164030.00,166557.00,164030.00,166304.40,1333939789
Overall Index,20181204,166521.00,166851.00,165567.00,165701.70,1199060988
Overall Index,20181205,165775.00,167132.00,165775.00,166860.10,1322335715
Overall Index,20181208,167332.00,167539.00,167083.00,167083.20,1175017878
Overall Index,20181209,167408.00,167544.00,166891.00,166891.20,2322558212
Overall Index,20181210,166924.00,167329.00,166915.00,166915.90,1523952044
Overall Index,20181211,166951.00,167083.00,166235.00,166235.00,1282044229
Overall Index,20181212,166198.00,166198.00,165352.00,165352.10,1141354213
Overall Index,20181215,165387.00,165690.00,164485.00,164485.90,1110828790
Overall Index,20181216,164474.00,164474.00,161707.00,161708.10,1349236587
Overall Index,20181217,161774.00,162063.00,159749.00,159749.90,1424620268
Overall Index,20181218,159872.00,159924.00,159146.00,159146.40,850844041
Overall Index,20181219,159119.00,159119.00,156083.00,156083.20,1006125633
Overall Index,20181222,156208.00,156374.00,154550.00,154550.50,879895355
Overall Index,20181223,154596.00,156764.00,154596.00,156693.80,1467529666
Overall Index,20181224,156818.00,157693.00,156818.00,157484.00,1792759938
Overall Index,20181225,157457.00,157457.00,156950.00,156950.30,1693085557
Overall Index,20181226,157209.00,158443.00,157209.00,158443.70,2641484596
Overall Index,20181229,158662.00,160774.00,158662.00,160774.00,1460677183
Overall Index,20181230,160858.00,161508.00,160858.00,161309.80,1734077674
Overall Index,20181231,161379.00,161474.00,161343.00,161405.30,1671848037
Overall Index,20190101,161467.00,161912.00,161448.00,161840.80,3505005745
Overall Index,20190102,162064.00,162087.00,160898.00,160898.90,3912771664
Overall Index,20190105,161000.00,161340.00,161000.00,161107.40,1749091416
Overall Index,20190106,161143.00,161482.00,161143.00,161275.80,2394804317
Overall Index,20190107,161377.00,162456.00,161377.00,162323.60,1919850863
Overall Index,20190108,162482.00,164174.00,162482.00,163967.20,2321386025
Overall Index,20190109,164085.00,166072.00,164085.00,164829.40,1490675425
Overall Index,20190112,164924.00,165270.00,164904.00,164929.90,1572208079
Overall Index,20190113,165019.00,165019.00,164493.00,164493.80,2060436528
Overall Index,20190114,164566.00,164917.00,164566.00,164696.40,1872674401
Overall Index,20190115,164780.00,165683.00,164780.00,165445.50,2142012638
Overall Index,20190116,165699.00,165995.00,165561.00,165595.00,2154796884
Overall Index,20190119,165664.00,166446.00,165664.00,166131.10,1655032659
Overall Index,20190120,166763.00,167028.00,165574.00,165575.10,1942373443
Overall Index,20190121,165206.00,165206.00,161922.00,161922.20,1769989234
Overall Index,20190122,161965.00,162805.00,161965.00,162805.70,1707359506
Overall Index,20190123,162948.00,163335.00,162940.00,162940.90,1359859729
Overall Index,20190126,163048.00,163169.00,162477.00,162477.50,1550350779
Overall Index,20190127,162832.00,162832.00,160797.00,160798.00,3159029034
Overall Index,20190128,160835.00,160943.00,159818.00,159818.20,1841677941
Overall Index,20190129,159878.00,160362.00,159878.00,160153.00,1350631119
Overall Index,20190130,160245.00,160491.00,160245.00,160294.90,1638994288
Overall Index,20190202,160401.00,160525.00,159853.00,159855.40,1563969651
Overall Index,20190203,159808.00,159808.00,157352.00,157355.40,1497958760
Overall Index,20190204,157594.00,158485.00,157594.00,158044.00,1531243575
Overall Index,20190205,158240.00,158456.00,158240.00,158395.00,1499897438
Overall Index,20190206,158693.00,158832.00,158535.00,158535.50,1452427231
Overall Index,20190210,158624.00,158776.00,158467.00,158467.70,834192391
Overall Index,20190212,158501.00,158550.00,157972.00,157972.70,1142647137
Overall Index,20190213,157963.00,157963.00,157311.00,157311.10,1357532400
Overall Index,20190216,157592.00,157839.00,157113.00,157113.80,1073988285
Overall Index,20190217,157215.00,157218.00,156155.00,156155.10,954711330
Overall Index,20190218,156304.00,156832.00,156304.00,156705.40,1013755024
Overall Index,20190219,156827.00,157513.00,156827.00,157387.40,1077789813
Overall Index,20190220,157727.00,159489.00,157727.00,159489.50,1336218522
Overall Index,20190223,160548.00,164289.00,160548.00,164267.80,2034262271
Overall Index,20190224,164789.00,166030.00,164789.00,166030.40,1571595159
Overall Index,20190225,166211.00,166944.00,166211.00,166793.60,1613669242
Overall Index,20190226,165950.00,165950.00,164711.00,164711.50,1362003278
Overall Index,20190227,164880.00,165359.00,164880.00,165294.70,1151271175
Overall Index,20190302,165552.00,165552.00,164370.00,164370.50,1213975483
Overall Index,20190303,164480.00,164571.00,164440.00,164443.10,1381857244
Overall Index,20190304,164572.00,164778.00,164238.00,164238.60,1376797977
Overall Index,20190305,164433.00,164433.00,162593.00,162593.50,1246768778
Overall Index,20190306,162726.00,162956.00,162726.00,162827.30,1241038795
Overall Index,20190309,162982.00,163086.00,162982.00,163007.40,1355148813
Overall Index,20190310,163013.00,164470.00,162989.00,164470.60,1562530698
Overall Index,20190311,165036.00,167443.00,165036.00,167371.30,1938719056
Overall Index,20190312,167518.00,168095.00,167503.00,167909.70,1531184241
Overall Index,20190313,168140.00,169663.00,168140.00,169115.50,1741999428
Overall Index,20190316,169274.00,171708.00,169274.00,171125.00,1352995731
Overall Index,20190317,171391.00,172539.00,171391.00,172522.70,1572445138
Overall Index,20190318,172613.00,175898.00,172613.00,175898.80,1833549132
Overall Index,20190319,176272.00,178673.00,176272.00,178659.00,1532264379
Overall Index,20190325,178788.00,179194.00,178743.00,179194.30,1030038293
Overall Index,20190326,179622.00,179847.00,179444.00,179766.30,1509089603
Overall Index,20190327,180037.00,181542.00,180037.00,181542.40,1807050103
Overall Index,20190330,181906.00,185358.00,181906.00,185358.00,1856911671
Overall Index,20190331,186000.00,186783.00,185281.00,185281.40,1926218389
Overall Index,20190406,185534.00,186535.00,185529.00,186535.40,2046383507
Overall Index,20190407,187055.00,188645.00,187055.00,188073.50,3452629998
Overall Index,20190408,187590.00,188592.00,186667.00,188592.70,3051221669
Overall Index,20190409,188937.00,190585.00,188937.00,190425.10,2921483833
Overall Index,20190410,190824.00,193981.00,190824.00,193978.50,3441303765
Overall Index,20190413,194884.00,195739.00,194884.00,195202.70,3238331908
Overall Index,20190414,195263.00,196085.00,194037.00,196084.20,2704247864
Overall Index,20190415,196861.00,201827.00,196861.00,201805.90,7173954414
Overall Index,20190416,202142.00,202679.00,201789.00,201890.80,8424035082
Overall Index,20190417,201091.00,201091.00,198631.00,199911.10,4926994143
Overall Index,20190420,200734.00,204375.00,200734.00,204375.70,3797643849
Overall Index,20190422,206253.00,206835.00,204321.00,204321.90,6428462448
Overall Index,20190423,203732.00,203732.00,202656.00,202857.40,3580751950
Overall Index,20190424,203071.00,203904.00,203071.00,203777.10,5018152839
Overall Index,20190427,204195.00,205287.00,204195.00,205287.60,4338695100
Overall Index,20190428,206169.00,209264.00,206169.00,209243.90,4252405668
Overall Index,20190429,210440.00,214867.00,210440.00,214867.50,5278553450
Overall Index,20190430,216899.00,219086.00,216637.00,216642.00,5102578283
Overall Index,20190501,217222.00,220108.00,217222.00,220109.00,4662577787
Overall Index,20190504,221546.00,224589.00,221546.00,224589.70,6229765614
Overall Index,20190505,226475.00,226952.00,224057.00,224057.30,7688014493
Overall Index,20190506,223368.00,223368.00,215818.00,215820.60,5355887245
Overall Index,20190507,213710.00,213710.00,207966.00,208197.10,4330043133
Overall Index,20190508,207779.00,211344.00,207779.00,211344.00,4778480220
Overall Index,20190511,211301.00,212479.00,209154.00,209155.00,4103542786
Overall Index,20190512,208660.00,208660.00,203489.00,204069.40,3256324198
Overall Index,20190513,204751.00,207752.00,204751.00,207751.70,3387534470
Overall Index,20190514,208474.00,211995.00,208474.00,211746.30,4358239982
Overall Index,20190515,212246.00,212270.00,210898.00,211017.90,3466126173
Overall Index,20190518,211922.00,213169.00,211922.00,212747.60,3615189464
Overall Index,20190519,212888.00,213110.00,212751.00,212851.50,3226669584
Overall Index,20190520,213127.00,213149.00,211708.00,211871.70,3507448564
Overall Index,20190521,212367.00,215211.00,212367.00,215091.80,2845868757
Overall Index,20190522,215504.00,215756.00,215115.00,215168.50,2793031254
Overall Index,20190525,215141.00,215141.00,213802.00,214314.30,2267707097
Overall Index,20190526,214651.00,217577.00,214651.00,217573.90,3036108189
Overall Index,20190528,219484.00,223254.00,219484.00,223253.80,4368209234
Overall Index,20190529,224527.00,225232.00,224476.00,224476.80,4078289947
Overall Index,20190601,223723.00,223723.00,221336.00,222387.40,5011000722
Overall Index,20190602,222588.00,224731.00,222588.00,224544.30,4498689158
Overall Index,20190603,225231.00,227308.00,225231.00,226983.40,4727848698
Overall Index,20190608,226586.00,226888.00,226205.00,226888.30,3432226293
Overall Index,20190609,227333.00,232416.00,227333.00,229808.90,3619824856
Overall Index,20190610,230606.00,232619.00,230267.00,230267.90,4635228194
Overall Index,20190611,230592.00,230679.00,229771.00,230617.70,4519213439
Overall Index,20190612,232196.00,233791.00,232196.00,233352.70,5701567687
Overall Index,20190615,232974.00,234167.00,232107.00,234167.70,4665741176
Overall Index,20190616,235215.00,239154.00,235215.00,238219.90,4936703473
Overall Index,20190617,238068.00,238420.00,237557.00,238160.70,2815169563
Overall Index,20190618,238422.00,239122.00,237146.00,237148.20,3590176675
Overall Index,20190619,237432.00,237502.00,234879.00,234879.40,3235132621
Overall Index,20190622,234307.00,234307.00,233477.00,233886.10,2567500939
Overall Index,20190623,234409.00,237459.00,234409.00,237459.90,2500874361
Overall Index,20190624,238274.00,242567.00,238274.00,242567.90,3176557638
Overall Index,20190625,243031.00,245111.00,242339.00,245098.70,3248464594
Overall Index,20190626,246532.00,248640.00,246532.00,248577.80,3625806770
Overall Index,20190630,249393.00,250184.00,248532.00,248532.90,3095164286
Overall Index,20190701,248349.00,248349.00,246730.00,247122.50,2719002402
Overall Index,20190702,247302.00,248276.00,247302.00,248276.00,2542553811
Overall Index,20190703,248920.00,249550.00,248920.00,248943.90,2942090653
Overall Index,20190706,249117.00,249117.00,245445.00,245445.80,2731712012
Overall Index,20190707,245729.00,246565.00,245729.00,246447.40,2281210313
Overall Index,20190708,247006.00,249399.00,247006.00,249252.80,3259935899
Overall Index,20190709,249530.00,249530.00,248507.00,248716.30,2973026340
Overall Index,20190710,248902.00,249622.00,248902.00,249622.10,2893600941
Overall Index,20190713,250056.00,250605.00,250056.00,250605.00,3208386161
Overall Index,20190714,251166.00,253640.00,251166.00,253577.80,2849760942
Overall Index,20190715,254189.00,254841.00,253303.00,253303.60,2589791454
Overall Index,20190716,253130.00,253130.00,246267.00,246268.10,2536529426
Overall Index,20190717,245583.00,246992.00,245363.00,246790.30,2797329163
Overall Index,20190720,247000.00,247380.00,246437.00,246437.30,2511471517
Overall Index,20190721,246938.00,249809.00,246938.00,249661.60,1451582803
Overall Index,20190722,251818.00,253590.00,251818.00,253056.90,1719299421
Overall Index,20190723,253353.00,253353.00,251131.00,251278.40,1453655321
Overall Index,20190724,251387.00,253052.00,251387.00,252864.70,1329237733
Overall Index,20190727,253140.00,253164.00,252049.00,252275.50,1701609413
Overall Index,20190728,252534.00,252751.00,252280.00,252324.60,1948070745
Overall Index,20190729,252544.00,252987.00,252394.00,252488.10,1746654803
Overall Index,20190730,252576.00,252898.00,252576.00,252898.10,1596359726
Overall Index,20190731,253110.00,254445.00,253110.00,254445.70,2040622801
Overall Index,20190803,254618.00,254756.00,254300.00,254453.80,1782590902
Overall Index,20190804,254961.00,255530.00,254961.00,255530.30,2224681317
Overall Index,20190805,256351.00,256783.00,256351.00,256698.20,2317569536
Overall Index,20190806,257709.00,257742.00,255512.00,255512.20,2782111986
Overall Index,20190807,255759.00,255910.00,255099.00,255163.30,2816068348
Overall Index,20190810,255457.00,255838.00,255299.00,255306.40,2428958314
Overall Index,20190811,255696.00,255919.00,255696.00,255876.10,2641579056
Overall Index,20190813,256151.00,257097.00,256151.00,257097.20,3150501219
Overall Index,20190814,258278.00,261606.00,258278.00,261391.50,2946026765
Overall Index,20190817,262112.00,262198.00,261405.00,261405.80,3304382416
Overall Index,20190818,262047.00,262047.00,260991.00,260992.00,2964501583
Overall Index,20190821,263901.00,266127.00,263901.00,266127.20,2953745667
Overall Index,20190824,266969.00,269998.00,266969.00,269985.90,4951419750
Overall Index,20190825,270899.00,271172.00,268220.00,269225.30,4952523617
Overall Index,20190826,269951.00,274871.00,269951.00,274871.60,4067447131
Overall Index,20190827,276682.00,279508.00,276682.00,278469.90,4000970515
Overall Index,20190828,277418.00,278674.00,274551.00,278674.90,3460001529
Overall Index,20190831,280867.00,285265.00,280867.00,284139.20,4290122970
Overall Index,20190901,284441.00,286114.00,284218.00,286114.70,3733654302
Overall Index,20190902,286937.00,287147.00,283001.00,283062.70,3840960587
Overall Index,20190903,283081.00,285573.00,283066.00,285573.60,2864780732
Overall Index,20190904,286841.00,290178.00,286841.00,290178.40,2874116665
Overall Index,20190907,291612.00,294601.00,291612.00,294601.60,3278844902
Overall Index,20190908,296089.00,297232.00,296089.00,296731.80,3566486097
Overall Index,20190911,297863.00,299930.00,297863.00,299930.60,3969986165
Overall Index,20190914,301523.00,304738.00,301523.00,304460.10,7222773869
Overall Index,20190915,304779.00,304779.00,301828.00,302395.70,6420615220
Overall Index,20190916,304545.00,307415.00,304545.00,305917.20,6982965397
Overall Index,20190917,305698.00,305698.00,302081.00,302082.00,9767727621
Overall Index,20190918,301559.00,301559.00,293770.00,294166.70,5017428570
Overall Index,20190921,294542.00,297874.00,294542.00,297712.60,3682677999
Overall Index,20190922,299001.00,302103.00,299001.00,302103.50,4039209785
Overall Index,20190923,304176.00,311483.00,304176.00,311471.40,5038083367
Overall Index,20190924,313842.00,314835.00,312206.00,312206.50,4572798525
Overall Index,20190925,312564.00,314409.00,312092.00,314409.20,4315797077
Overall Index,20190928,316772.00,320261.00,316772.00,320023.90,4246497564
Overall Index,20190929,321958.00,321958.00,317645.00,318250.60,7312241463
Overall Index,20190930,320747.00,324744.00,320747.00,324705.90,5828936428
Overall Index,20191001,327723.00,328732.00,326104.00,326104.50,8393698935
Overall Index,20191002,325048.00,326341.00,321606.00,326117.00,6600254126
Overall Index,20191005,328263.00,330447.00,327305.00,327305.70,5857080744
Overall Index,20191006,326250.00,326250.00,319562.00,320208.30,5066953436
Overall Index,20191007,320762.00,324075.00,320762.00,320909.70,4789442488
Overall Index,20191008,320678.00,320678.00,314468.00,314469.80,4400152556
Overall Index,20191009,312074.00,313049.00,309961.00,313049.00,3526371651
Overall Index,20191012,315433.00,322059.00,315433.00,322059.80,3676726384
Overall Index,20191013,326741.00,329667.00,326190.00,326190.70,3135667805
Overall Index,20191014,325280.00,325280.00,318215.00,319871.50,2637298347
Overall Index,20191015,320040.00,320335.00,308957.00,308978.90,3163335853
Overall Index,20191016,308307.00,310194.00,308307.00,309640.20,3226396215
Overall Index,20191020,309935.00,310145.00,301390.00,301391.10,2597638307
Overall Index,20191021,301414.00,302177.00,299880.00,302173.10,2892547416
Overall Index,20191022,303956.00,309420.00,303956.00,308314.90,3014865336
Overall Index,20191023,309188.00,309188.00,305806.00,305807.60,2273188847
Overall Index,20191026,305911.00,305911.00,303449.00,303449.80,1890017279
Overall Index,20191028,303780.00,305971.00,303780.00,305969.90,2225019797
Overall Index,20191030,306874.00,309671.00,306874.00,309660.80,2114446259
Overall Index,20191102,310910.00,311466.00,308730.00,308730.20,2834005627
Overall Index,20191103,308713.00,309522.00,308188.00,308960.80,3396872347
Overall Index,20191104,308948.00,308948.00,304676.00,304676.50,2742962161
Overall Index,20191105,304530.00,305342.00,304091.00,305333.40,2272763129
Overall Index,20191109,306093.00,307029.00,305858.00,305858.90,2398656556
Overall Index,20191110,305911.00,305911.00,302794.00,302795.10,2108033987
Overall Index,20191111,302892.00,303944.00,302892.00,303944.20,2051985083
Overall Index,20191112,304730.00,306978.00,304730.00,306655.50,2254376203
Overall Index,20191113,307087.00,307291.00,307083.00,307094.10,2074731677
Overall Index,20191116,308852.00,308852.00,306885.00,306885.80,2455973624
Overall Index,20191117,304278.00,304278.00,302340.00,302340.70,2930387364
Overall Index,20191118,301763.00,302828.00,301763.00,302726.10,1880610237
Overall Index,20191119,303137.00,304891.00,303137.00,304688.30,1763754301
Overall Index,20191120,305079.00,305450.00,304996.00,304996.90,1751653122
Overall Index,20191123,305802.00,306145.00,305622.00,305622.50,2033971762
Overall Index,20191124,306045.00,306045.00,305452.00,305774.40,2604362123
Overall Index,20191125,306843.00,308477.00,306843.00,308477.20,2833466415
Overall Index,20191126,309349.00,309865.00,309349.00,309643.60,2937332039
Overall Index,20191127,310186.00,311312.00,310186.00,311230.00,2364355779
Overall Index,20191130,312325.00,314587.00,312325.00,314587.80,3034202052
Overall Index,20191201,315757.00,318670.00,315757.00,318670.50,3342935224
Overall Index,20191202,320921.00,322896.00,320194.00,320194.80,3822871347
Overall Index,20191203,320249.00,320840.00,319104.00,320814.40,2682191565
Overall Index,20191204,321561.00,322562.00,321561.00,322528.00,2853655120
Overall Index,20191207,325322.00,328471.00,325322.00,327624.80,3542517113
Overall Index,20191208,328787.00,332582.00,328787.00,332567.20,4340603418
Overall Index,20191209,334541.00,336002.00,334541.00,335792.00,3971171009
Overall Index,20191210,337580.00,340733.00,337580.00,339434.40,5345292545
Overall Index,20191211,338832.00,339386.00,337025.00,339386.60,3168147147
Overall Index,20191214,340862.00,343291.00,340862.00,343291.80,3436459742
Overall Index,20191215,345115.00,346738.00,344115.00,344115.10,4092077064
Overall Index,20191216,344441.00,344585.00,343711.00,344487.40,3333620045
Overall Index,20191217,345685.00,346974.00,345685.00,346870.70,4201574418
Overall Index,20191218,347815.00,350323.00,347815.00,350322.60,4343169169
Overall Index,20191221,352224.00,354259.00,352224.00,353996.70,4258361545
Overall Index,20191222,354693.00,356721.00,354693.00,356721.10,4015825094
Overall Index,20191223,359004.00,363242.00,359004.00,359365.50,6181153099
Overall Index,20191224,359615.00,362651.00,359138.00,362259.30,3518479767
Overall Index,20191225,362815.00,362815.00,360376.00,361088.40,4088722660
Overall Index,20191228,363207.00,367632.00,363207.00,367632.10,5016056671
Overall Index,20191229,369759.00,369779.00,367904.00,369729.90,4661762303
Overall Index,20191230,371713.00,375548.00,371713.00,375547.70,4806358955
Overall Index,20191231,378415.00,379674.00,376371.00,377012.70,5661394584
Overall Index,20200101,378690.00,384934.00,378690.00,384099.60,4583561703
Overall Index,20200104,371447.00,371447.00,367333.00,367334.00,6456788451
Overall Index,20200105,362467.00,365836.00,362467.00,365815.50,5462812087
Overall Index,20200107,365917.00,368504.00,358842.00,358843.20,4520104432
Overall Index,20200108,355715.00,355759.00,353672.00,353807.50,4822001451
Overall Index,20200111,355946.00,359807.00,355946.00,359807.10,1389866572
Overall Index,20200112,370863.00,375650.00,370863.00,375650.20,4762159189
Overall Index,20200113,383453.00,392057.00,383453.00,392038.40,6403505219
Overall Index,20200114,398478.00,398920.00,395679.00,395912.60,5757833968
Overall Index,20200115,396485.00,399445.00,393990.00,399445.30,5174188512
Overall Index,20200118,403849.00,410668.00,403849.00,409962.40,8654791531
Overall Index,20200119,410977.00,410977.00,407054.00,410694.50,5886164884
Overall Index,20200120,411460.00,411460.00,409044.00,409807.80,5707599516
Overall Index,20200121,409238.00,409238.00,406008.00,406008.90,6263198567
Overall Index,20200122,406104.00,411211.00,405366.00,411211.50,4812015420
Overall Index,20200125,415342.00,417100.00,415342.00,417001.90,4958588633
Overall Index,20200126,422214.00,422713.00,418310.00,418312.50,7657752149
Overall Index,20200127,418250.00,420668.00,415189.00,420668.10,6207747412
Overall Index,20200128,423383.00,427497.00,423383.00,427139.40,4916935510
Overall Index,20200201,430504.00,430737.00,426184.00,426184.90,8366909581
Overall Index,20200202,425730.00,428216.00,422587.00,428217.00,7171420973
Overall Index,20200203,432109.00,438893.00,432109.00,438881.50,6850529766
Overall Index,20200204,444098.00,444403.00,440184.00,440199.10,9879532688
Overall Index,20200205,441653.00,445894.00,441468.00,445894.10,7450279801
Overall Index,20200208,454993.00,456488.00,452842.00,452842.30,9281238701
Overall Index,20200209,454681.00,455488.00,454398.00,454618.50,5154931316
Overall Index,20200210,456680.00,456680.00,445498.00,447151.90,5798240375
Overall Index,20200212,449813.00,459565.00,449813.00,459079.50,6415462678
Overall Index,20200215,465271.00,465978.00,460615.00,461988.40,5778495056
Overall Index,20200216,465788.00,472750.00,465788.00,472749.90,6232946459
Overall Index,20200217,479517.00,480712.00,476812.00,476812.80,5971039436
Overall Index,20200218,477209.00,477209.00,468834.00,472120.40,4801458802
Overall Index,20200219,474805.00,479180.00,474805.00,478755.70,4559804036
Overall Index,20200222,467332.00,481869.00,467120.00,481869.60,6047188998
Overall Index,20200223,489531.00,499031.00,489531.00,498904.50,4684474866
Overall Index,20200224,506717.00,507269.00,501914.00,503735.80,5058069259
Overall Index,20200225,509942.00,518514.00,509472.00,518512.80,7264717915
Overall Index,20200226,529426.00,530073.00,524393.00,524393.90,6995787234
Overall Index,20200229,509022.00,509022.00,504035.00,505801.00,5748428303
Overall Index,20200301,505920.00,515583.00,505920.00,515583.00,4947216673
Overall Index,20200302,518203.00,529328.00,518203.00,529329.00,6074839464
Overall Index,20200303,532962.00,544239.00,532962.00,544237.10,4907915994
Overall Index,20200304,547292.00,555293.00,547292.00,555167.50,5801093946
Overall Index,20200307,555081.00,555081.00,549186.00,549186.10,4708792174
Overall Index,20200309,545656.00,545656.00,534376.00,534379.50,3305585904
Overall Index,20200310,529129.00,529129.00,519847.00,519847.30,4705668567
Overall Index,20200311,518747.00,522301.00,518747.00,520211.20,4741370303
Overall Index,20200314,520048.00,520048.00,502688.00,502738.90,4006156865
Overall Index,20200315,498654.00,498654.00,493276.00,494405.60,4765050083
Overall Index,20200316,495605.00,506083.00,495605.00,506079.30,4543347371
Overall Index,20200317,506880.00,506880.00,501053.00,502425.90,3263499294
Overall Index,20200318,503411.00,512909.00,503411.00,512900.50,4058241862
Overall Index,20200324,513247.00,513347.00,508533.00,508665.90,3969688062
Overall Index,20200325,509932.00,521268.00,509932.00,521267.30,4361242238
Overall Index,20200328,524609.00,532526.00,524609.00,532525.20,4894108993
Overall Index,20200329,537130.00,545908.00,537130.00,545649.70,8243080452
Overall Index,20200330,547006.00,547661.00,543655.00,547657.80,7153587072
Overall Index,20200404,551839.00,567665.00,551839.00,567531.60,6424652406
